"athletes","gender","iso3","sport","country"
"ORJUELA Angie","Women","COL","athletics","Colombia"
"ORTA Luis Alberto","Men","VEN","athletics","Venezuela, Bolivarian Republic of"
"ORTEGA Alejandra","Women","MEX","athletics","Mexico"
"ORTEGA Mauricio","Men","COL","athletics","Colombia"
"ORTEGA Orlando","Men","ESP","athletics","Spain"
"ORTH Florian","Men","GER","athletics","Germany"
"ORTIZ Mirna","Women","GUA","athletics","Guatemala"
"OSAKO Suguru","Men","JPN","athletics","Japan"
"OSAZUWA Agnes","Women","NGR","athletics","Nigeria"
"OSAZUWA Uhunoma Naomi-Pauline","Women","NGR","athletics","Nigeria"
"OSKAN-CLARKE Shelayna","Women","GBR","athletics","United Kingdom"
"OSMAN Abrar","Men","ERI","athletics","Eritrea"
"OSMANOGLU Seref","Men","TUR","athletics","Turkey"
"OSTOS Luis","Men","PER","athletics","Peru"
"OUHADI Aziz","Men","MAR","athletics","Morocco"
"OUSSEINI Djibo Idrissa","Men","NIG","athletics","Niger"
"OWUSU-AGYAPONG Flings","Women","GHA","athletics","Ghana"
"OZBILEN Ilham","Men","TUR","athletics","Turkey"
"OZBILEN Kaan","Men","TUR","athletics","Turkey"
"OZOLINA Sinta","Women","LAT","athletics","Latvia"
"O´FARRIL Yordan L.","Men","CUB","athletics","Cuba"
"PACHECO Cristhian","Men","PER","athletics","Peru"
"PACHECO Raul","Men","PER","athletics","Peru"
"PAES Lutimar","Men","BRA","athletics","Brazil"
"PAK Chol","Men","PRK","athletics","Korea, Democratic People's Republic of"
"PALACIOS Eliecith","Women","COL","athletics","Colombia"
"PALACIOS Rolando","Men","HON","athletics","Honduras"
"PALAMEIKA Madara","Women","LAT","athletics","Latvia"
"PALFRAMAN Justine","Women","RSA","athletics","South Africa"
"PALMA Ever","Men","MEX","athletics","Mexico"
"PALMISANO Antonella","Women","ITA","athletics","Italy"
"PALOMEQUE Diego","Men","COL","athletics","Colombia"
"PALSYTE Airine","Women","LTU","athletics","Lithuania"
"PANDEV Riste","Men","MKD","athletics","Macedonia, the former Yugoslav Republic of"
"PANTUROIU Andreea","Women","ROU","athletics","Romania"
"PAPACHRISTOU Paraskevi","Women","GRE","athletics","Greece"
"PAPAIOANNOU Anna Ramona","Women","CYP","athletics","Cyprus"
"PAPAMICHAIL Alexandros","Men","GRE","athletics","Greece"
"PAPP Krisztina","Women","HUN","athletics","Hungary"
"PAPPAS Alexia","Women","GRE","athletics","Greece"
"PARE Maroussia","Women","FRA","athletics","France"
"PAREDES Silvia","Women","ECU","athletics","Ecuador"
"PARELLIS Apostolos","Men","CYP","athletics","Cyprus"
"PARK Chilsung","Men","KOR","athletics","Korea, Republic of"
"PARS Krisztian","Men","HUN","athletics","Hungary"
"PARTANEN Veli-Matti","Men","FIN","athletics","Finland"
"PARVEEN Najma","Women","PAK","athletics","Pakistan"
"PASCUAL Beatriz","Women","ESP","athletics","Spain"
"PASTARE Agnese","Women","LAT","athletics","Latvia"
"PASTOR Adelina","Women","ROU","athletics","Romania"
"PATTERSON Eleanor","Women","AUS","athletics","Australia"
"PAULA Paulo Roberto","Men","BRA","athletics","Brazil"
"PAULINA Hensley","Men","NED","athletics","Netherlands"
"PAVEY Joanne","Women","GBR","athletics","United Kingdom"
"PEACOCK Hamish","Men","AUS","athletics","Australia"
"PEDERSEN Isabelle","Women","NOR","athletics","Norway"
"PEDROSO Yadisleidy","Women","ITA","athletics","Italy"
"PEINADO Robeilys","Women","VEN","athletics","Venezuela, Bolivarian Republic of"
"PEIPONEN Johanna","Women","FIN","athletics","Finland"
"PELLICIER Osmaidel","Men","CUB","athletics","Cuba"
"PEN FREITAS Marta","Women","POR","athletics","Portugal"
"PENA Jose","Men","VEN","athletics","Venezuela, Bolivarian Republic of"
"PENA Tori","Women","IRL","athletics","Ireland"
"PERALTA Maria","Women","ARG","athletics","Argentina"
"PEREZ Madai","Women","MEX","athletics","Mexico"
"PEREZ Paola","Women","ECU","athletics","Ecuador"
"PEREZ Richer","Men","CUB","athletics","Cuba"
"PEREZ Yaime","Women","CUB","athletics","Cuba"
"PERKOVIC Sandra","Women","CRO","athletics","Croatia"
"PERLAZA Jhon","Men","COL","athletics","Colombia"
"PERTILE Ruggero","Men","ITA","athletics","Italy"
"PERUNOVIC Sladjana","Women","MNE","athletics","Montenegro"
"PESIRIDOU Elisavet","Women","GRE","athletics","Greece"
"PESSE Prenam","Women","TOG","athletics","Togo"
"PETERSEN Sara Slott","Women","DEN","athletics","Denmark"
"PETERSSON Jessica","Women","DEN","athletics","Denmark"
"PETROV Andrey","Men","UZB","athletics","Uzbekistan"
"PETROVA Gabriela","Women","BUL","athletics","Bulgaria"
"PETTY Angie","Women","NZL","athletics","New Zealand"
"PEZER Mesud","Men","BIH","athletics","Bosnia and Herzegovina"
"PFLIEGER Philipp","Men","GER","athletics","Germany"
"PHALULA Dina Lebo","Women","RSA","athletics","South Africa"
"PHILIBERT-THIBOUTOT Charles","Men","CAN","athletics","Canada"
"PHILIP Asha","Women","GBR","athletics","United Kingdom"
"PHIRI Gerald","Men","ZAM","athletics","Zambia"
"PHOUTTHAVONG Laenly","Women","LAO","athletics","Lao People's Democratic Republic"
"PICHARDO Pedro P.","Men","CUB","athletics","Cuba"
"PIEDRA Bayron","Men","ECU","athletics","Ecuador"
"PIERDEVARA Florina","Women","ROU","athletics","Romania"
"PIETRZAK Michal","Men","POL","athletics","Poland"
"PILIPENKO Anastassiya","Women","KAZ","athletics","Kazakhstan"
"PINDER Demetrius","Men","BAH","athletics","Bahamas"
"PINEDA Yolimar","Women","VEN","athletics","Venezuela, Bolivarian Republic of"
"PINIAU Theo","Men","PNG","athletics","Papua New Guinea"
"PINTADO Brian","Men","ECU","athletics","Ecuador"
"PINTO Tatjana","Women","GER","athletics","Germany"
"PITKAMAKI Tero","Men","FIN","athletics","Finland"
"PLANELL Diamara","Women","PUR","athletics","Puerto Rico"
"PLATNITSKI Dzmitry","Men","BLR","athletics","Belarus"
"PLOTITSYNA Anna","Women","UKR","athletics","Ukraine"
"PLUIM Femke","Women","NED","athletics","Netherlands"
"POHLE Hagen","Men","GER","athletics","Germany"
"POHREBNIAK Natalia","Women","UKR","athletics","Ukraine"
"POLIUDINA Viktoriia","Women","KGZ","athletics","Kyrgyzstan"
"POLLOCK Paul","Men","IRL","athletics","Ireland"
"PONCIO Maritza","Women","GUA","athletics","Guatemala"
"POPLAVSKAYA Ekaterina","Women","BLR","athletics","Belarus"
"POPOWICZ-DRAPALA Marika","Women","POL","athletics","Poland"
"PORTER Jeff","Men","USA","athletics","United States"
"PORTER Tiffany","Women","GBR","athletics","United Kingdom"
"PORTILLA Jhoanis","Men","CUB","athletics","Cuba"
"POTTER Beth","Women","GBR","athletics","United Kingdom"
"POUSSE Pauline","Women","FRA","athletics","France"
"POVEA Liadagmis","Women","CUB","athletics","Cuba"
"POVKH Olesya","Women","UKR","athletics","Ukraine"
"POWELL Asafa","Men","JAM","athletics","Jamaica"
"POWELL Micha","Women","CAN","athletics","Canada"
"POZZI Andrew","Men","GBR","athletics","United Kingdom"
"PRAMAU Uladzislau","Men","BLR","athletics","Belarus"
"PRANDINI Jenna","Women","USA","athletics","United States"
"PRAUGHT Aisha","Women","JAM","athletics","Jamaica"
"PRICE Deanna","Women","USA","athletics","United States"
"PRINSLOO Lynique","Women","RSA","athletics","South Africa"
"PROCTOR Shara","Women","GBR","athletics","United Kingdom"
"PRODIUS Roman","Men","MDA","athletics","Moldova, Republic of"
"PROKOPCUKA Jelena","Women","LAT","athletics","Latvia"
"PRONZHENKO Kristina","Women","TJK","athletics","Tajikistan"
"PROTSENKO Andriy","Men","UKR","athletics","Ukraine"
"PRYSHCHEPA Nataliia","Women","UKR","athletics","Ukraine"
"PRZYBYLKO Mateusz","Men","GER","athletics","Germany"
"PTACNIKOVA Jirina","Women","CZE","athletics","Czech Republic"
"PTAK Ewelina","Women","POL","athletics","Poland"
"PUJATS Pauls","Men","LAT","athletics","Latvia"
"PULLEN Clive","Men","JAM","athletics","Jamaica"
"PUNIA Seema","Women","IND","athletics","India"
"PUTALOVA Iveta","Women","SVK","athletics","Slovakia"
"PUTHANPURAKKAL Kunhu Muhammed","Men","IND","athletics","India"
"PUZAKOVA Anastasiya","Women","BLR","athletics","Belarus"
"QIEYANG Shijie","Women","CHN","athletics","China"
"QUIGLEY Colleen","Women","USA","athletics","United States"
"QUINN Jasmine","Women","PUR","athletics","Puerto Rico"
"QUISPE Ronal","Men","BOL","athletics","Bolivia, Plurinational State of"
"QUISPE Rosmery","Women","BOL","athletics","Bolivia, Plurinational State of"
"QUIYUCH Jaime","Men","GUA","athletics","Guatemala"
"QUOW Renny","Men","TTO","athletics","Trinidad and Tobago"
"RACZ Sandor","Men","HUN","athletics","Hungary"
"RADZIVIL Svetlana","Women","UZB","athletics","Uzbekistan"
"RAGEH Mohammed","Men","YEM","athletics","Yemen"
"RAHAROLAHY Agnes","Women","FRA","athletics","France"
"RAHAUTSOU Stsiapan","Men","BLR","athletics","Belarus"
"RAHMOUNI Miloud","Men","ALG","athletics","Algeria"
"RAJA Mohankumar","Men","IND","athletics","India"
"RAJABI Leyla","Women","IRI","athletics","Iran, Islamic Republic of"
"RAJASEKARA Niluka Geethani","Women","SRI","athletics","Sri Lanka"
"RAJIV Arokia","Men","IND","athletics","India"
"RAKHMANOVA Yuliya","Women","KAZ","athletics","Kazakhstan"
"RAM Kheta","Men","IND","athletics","India"
"RAMADHANI Sara","Women","TAN","athletics","Tanzania, United Republic of"
"RAMIREZ Arturo","Men","VEN","athletics","Venezuela, Bolivarian Republic of"
"RAMOS Beverly","Women","PUR","athletics","Puerto Rico"
"RAMOS Reidis","Men","CUB","athletics","Cuba"
"RAMOS Ricardo","Men","MEX","athletics","Mexico"
"RANASINGHE R.m. Sumeda","Men","SRI","athletics","Sri Lanka"
"RATEJ Martina","Women","SLO","athletics","Slovenia"
"RATH Claudia","Women","GER","athletics","Germany"
"RAWAT Manish Singh","Men","IND","athletics","India"
"RAWAT Nitendra Singh","Men","IND","athletics","India"
"RAYMUNDO Jose Maria","Men","GUA","athletics","Guatemala"
"RAZOR Bianca","Women","ROU","athletics","Romania"
"READING Brendon","Men","AUS","athletics","Australia"
"RECSEI Rita","Women","HUN","athletics","Hungary"
"REESE Brittney","Women","USA","athletics","United States"
"REHBERG Maya","Women","GER","athletics","Germany"
"REMPOULI Ourania","Women","GRE","athletics","Greece"
"REN Mengqian","Women","CHN","athletics","China"
"RENDON James","Men","COL","athletics","Colombia"
"RENE Marvin","Men","FRA","athletics","France"
"RENNER Robert","Men","SLO","athletics","Slovenia"
"RENS Els","Women","BEL","athletics","Belgium"
"REPCIK Jozef","Men","SVK","athletics","Slovakia"
"REPINA Polina","Women","KAZ","athletics","Kazakhstan"
"REUS Julian","Men","GER","athletics","Germany"
"REUSE-RARD Clelia","Women","SUI","athletics","Switzerland"
"REVE Ernesto","Men","CUB","athletics","Cuba"
"REW Quentin","Men","NZL","athletics","New Zealand"
"RIBAS Ricardo","Men","POR","athletics","Portugal"
"RICHARDS Jereem","Men","TTO","athletics","Trinidad and Tobago"
"RICHARDS O'Dayne","Men","JAM","athletics","Jamaica"
"RIEKMANN Jonathan","Men","BRA","athletics","Brazil"
"RIGA Sofia","Women","GRE","athletics","Greece"
"RIGAUDO Elisa","Women","ITA","athletics","Italy"
"RILEY Andrew","Men","JAM","athletics","Jamaica"
"RIMAL Hari Kumar","Men","NEP","athletics","Nepal"
"RIMMER Michael","Men","GBR","athletics","United Kingdom"
"RINGER Richard","Men","GER","athletics","Germany"
"RISELEY Jeffrey","Men","AUS","athletics","Australia"
"RISTIC Milan","Men","SRB","athletics","Serbia"
"RISTICEVIC Andjelko","Men","SRB","athletics","Serbia"
"RIVAS Yeison","Men","COL","athletics","Colombia"
"RIVERA Edgar","Men","MEX","athletics","Mexico"
"RIVERA Evelin","Women","COL","athletics","Colombia"
"ROBERT-MICHON Melina","Women","FRA","athletics","France"
"ROBERTS Gil","Men","USA","athletics","United States"
"ROBERTS Kelsey-Lee","Women","AUS","athletics","Australia"
"ROBERTSON Ricky","Men","USA","athletics","United States"
"ROBERTSON Zane","Men","NZL","athletics","New Zealand"
"ROBINSON Brett","Men","AUS","athletics","Australia"
"ROBINSON Byron","Men","USA","athletics","United States"
"ROBINSON Joshua","Men","AUS","athletics","Australia"
"ROBLES Dayron","Men","CUB","athletics","Cuba"
"ROCHA Carla Salome","Women","POR","athletics","Portugal"
"RODEAN Ana Veronica","Women","ROU","athletics","Romania"
"RODGER Sebastian","Men","GBR","athletics","United Kingdom"
"RODGERS Mike","Men","USA","athletics","United States"
"RODNEY Brendon","Men","CAN","athletics","Canada"
"RODRIGUES Irina","Women","POR","athletics","Portugal"
"RODRIGUEZ Deborah","Women","URU","athletics","Uruguay"
"RODRIGUEZ Erick","Men","NCA","athletics","Nicaragua"
"RODRIGUEZ Marco Antonio","Men","BOL","athletics","Bolivia, Plurinational State of"
"RODRIGUEZ Rafith","Men","COL","athletics","Colombia"
"RODRIGUEZ Rosa","Women","VEN","athletics","Venezuela, Bolivarian Republic of"
"RODRIGUEZ Yorgelis","Women","CUB","athletics","Cuba"
"ROGERS Jason","Men","SKN","athletics","Saint Kitts and Nevis"
"ROHLER Thomas","Men","GER","athletics","Germany"
"ROJAS Yulimar","Women","VEN","athletics","Venezuela, Bolivarian Republic of"
"ROLAND Lestrod","Men","SKN","athletics","Saint Kitts and Nevis"
"ROLEDER Cindy","Women","GER","athletics","Germany"
"ROLLE Jamial","Men","BAH","athletics","Bahamas"
"ROLLINS Brianna","Women","USA","athletics","United States"
"ROLOFF Annika","Women","GER","athletics","Germany"
"ROMANI Darlan","Men","BRA","athletics","Brazil"
"ROMANIW Anthony","Men","CAN","athletics","Canada"
"ROMANOVA Aleksandra","Women","KAZ","athletics","Kazakhstan"
"ROMERO Marisol","Women","MEX","athletics","Mexico"
"ROMERO Natalia","Women","CHI","athletics","Chile"
"ROONEY Martyn","Men","GBR","athletics","United Kingdom"
"ROP Albert Kibichii","Men","BRN","athletics","Bahrain"
"ROSA Vitoria Cristina","Women","BRA","athletics","Brazil"
"ROSE Alex","Men","SAM","athletics","Samoa"
"ROSOLOVA Denisa","Women","CZE","athletics","Czech Republic"
"ROSSI Eugenio","Men","SMR","athletics","San Marino"
"ROSSIT Desiree","Women","ITA","athletics","Italy"
"ROTARU Alina","Women","ROU","athletics","Romania"
"ROTICH Abraham Kipchirchir","Men","BRN","athletics","Bahrain"
"ROTICH Ferguson Cheruiyot","Men","KEN","athletics","Kenya"
"ROTICH Lydia Chebet","Women","KEN","athletics","Kenya"
"ROWBURY Shannon","Women","USA","athletics","United States"
"ROZANI Thamsanqa Jacob","Men","RSA","athletics","South Africa"
"RUBIE Anneliese","Women","AUS","athletics","Australia"
"RUDISHA David Lekuta","Men","KEN","athletics","Kenya"
"RUDOLF Zan","Men","SLO","athletics","Slovenia"
"RUIZ Andres","Men","COL","athletics","Colombia"
"RUIZ Cesar Y.","Men","CUB","athletics","Cuba"
"RUIZ Flor","Women","COL","athletics","Colombia"
"RUIZ Jorge Armando","Men","COL","athletics","Colombia"
"RUKA John","Men","KIR","athletics","Kiribati"
"RUMBENIEKS Arnis","Men","LAT","athletics","Latvia"
"RUPP Galen","Men","USA","athletics","United States"
"RUSS Ihor","Men","UKR","athletics","Ukraine"
"RUSSELL Alonzo","Men","BAH","athletics","Bahamas"
"RUSSO Alexander","Men","BRA","athletics","Brazil"
"RUTHERFORD Greg","Men","GBR","athletics","United Kingdom"
"RUUSKANEN Antti","Men","FIN","athletics","Finland"
"RYABOVA Yelena","Women","TKM","athletics","Turkmenistan"
"RYEMYEN Mariya","Women","UKR","athletics","Ukraine"
"RYPAKOVA Olga","Women","KAZ","athletics","Kazakhstan"
"RYZIH Lisa","Women","GER","athletics","Germany"
"SAAD Atef","Men","TUN","athletics","Tunisia"
"SAAID Hassan","Men","MDV","athletics","Maldives"
"SADEIKO Grit","Women","EST","athletics","Estonia"
"SADI Hakim","Men","ALG","athletics","Algeria"
"SADO Besu","Women","ETH","athletics","Ethiopia"
"SAFER Izzet","Men","TUR","athletics","Turkey"
"SAFO-ANTWI Sean","Men","GHA","athletics","Ghana"
"SAFRANKOVA Katerina","Women","CZE","athletics","Czech Republic"
"SAFRONOVA Olga","Women","KAZ","athletics","Kazakhstan"
"SAGNIA Khaddi","Women","SWE","athletics","Sweden"
"SAHOLINIRINA Eliane","Women","MAD","athletics","Madagascar"
"SAHUTOGLU Tugce","Women","TUR","athletics","Turkey"
"SAIDY NDURE Jays","Men","NOR","athletics","Norway"
"SAINA Betsy","Women","KEN","athletics","Kenya"
"SALADUKHA Olga","Women","UKR","athletics","Ukraine"
"SALASKI Tamara","Women","SRB","athletics","Serbia"
"SALAZAR Julio Cesar","Men","MEX","athletics","Mexico"
"SALAZAR Yerenman","Men","VEN","athletics","Venezuela, Bolivarian Republic of"
"SAMAAI Rushwal","Men","RSA","athletics","South Africa"
"SAMIMI Mahmoud","Men","IRI","athletics","Iran, Islamic Republic of"
"SAMPAO Alexander Lerionka","Men","KEN","athletics","Kenya"
"SAMUEL Jamile","Women","NED","athletics","Netherlands"
"SAMUELS Dani","Women","AUS","athletics","Australia"
"SAMUELS Sonia","Women","GBR","athletics","United Kingdom"
"SANCHEZ Maria Guadalupe","Women","MEX","athletics","Mexico"
"SANCHEZ Mariely","Women","DOM","athletics","Dominican Republic"
"SANDBLOM Linda","Women","FIN","athletics","Finland"
"SANDS Leevan","Men","BAH","athletics","Bahamas"
"SANTANA Graciete","Women","BRA","athletics","Brazil"
"SANTIUSTI CABALLERO Yusneysi","Women","ITA","athletics","Italy"
"SANTOS JR Mario Jose","Men","BRA","athletics","Brazil"
"SANTOS Juander","Men","DOM","athletics","Dominican Republic"
"SANTOS Luguelin","Men","DOM","athletics","Dominican Republic"
"SANTOS Rosangela","Women","BRA","athletics","Brazil"
"SAPANA Sapana","Women","IND","athletics","India"
"SAQUIPAY Rolando","Men","ECU","athletics","Ecuador"
"SARGENT Caitlin","Women","AUS","athletics","Australia"
"SARRAPIO Patricia","Women","ESP","athletics","Spain"
"SASAKI Satoru","Men","JPN","athletics","Japan"
"SATO Kentaro","Men","JPN","athletics","Japan"
"SAUNDERS Raven","Women","USA","athletics","United States"
"SAVANOVIC Vladimir","Men","SRB","athletics","Serbia"
"SAVELSKIS Marius","Men","LTU","athletics","Lithuania"
"SAWANO Daichi","Men","JPN","athletics","Japan"
"SAWYERS Jazmin","Women","GBR","athletics","United Kingdom"
"SAWYERS Roberto","Men","CRC","athletics","Costa Rica"
"SCHAFER Carolin","Women","GER","athletics","Germany"
"SCHEPER Jeanelle","Women","LCA","athletics","Saint Lucia"
"SCHERBARTH Tobias","Men","GER","athletics","Germany"
"SCHERL Anja","Women","GER","athletics","Germany"
"SCHIPPERS Dafne","Women","NED","athletics","Netherlands"
"SCHLUMPF Fabienne","Women","SUI","athletics","Switzerland"
"SCHMIDT Roy","Men","GER","athletics","Germany"
"SCHROTT Beate","Women","AUT","athletics","Austria"
"SCHWANITZ Christina","Women","GER","athletics","Germany"
"SCOTT Dominique","Women","RSA","athletics","South Africa"
"SCOTT Sharolyn","Women","CRC","athletics","Costa Rica"
"SEALY Katy","Women","BIZ","athletics","Belize"
"SEAVULA Sisilia","Women","FIJ","athletics","Fiji"
"SEAWARD Kevin","Men","IRL","athletics","Ireland"
"SEBEI Hassanine","Men","TUN","athletics","Tunisia"
"SEBOKA Tafese","Men","ETH","athletics","Ethiopia"
"SECCAFIEN Andrea","Women","CAN","athletics","Canada"
"SEDNEY Naomi","Women","NED","athletics","Netherlands"
"SEGHAIER Mohamed","Men","TUN","athletics","Tunisia"
"SEKINE Hanami","Women","JPN","athletics","Japan"
"SELLO Tsepang","Women","LES","athletics","Lesotho"
"SELVON Kai","Women","TTO","athletics","Trinidad and Tobago"
"SEMENOV Oleksiy","Men","UKR","athletics","Ukraine"
"SEMENOVA Natalia","Women","UKR","athletics","Ukraine"
"SEMENYA Caster","Women","RSA","athletics","South Africa"
"SEN Furkan","Men","TUR","athletics","Turkey"
"SENDRIUTE Zinaida","Women","LTU","athletics","Lithuania"
"SENE Amy","Women","SEN","athletics","Senegal"
"SEUREI Benson Kiplagat","Men","BRN","athletics","Bahrain"
"SEYAUM Dawit","Women","ETH","athletics","Ethiopia"
"SEYMOUR Pedrya","Women","BAH","athletics","Bahamas"
"SHANGE Lebogang","Men","RSA","athletics","South Africa"
"SHARIPOVA Nigina","Women","UZB","athletics","Uzbekistan"
"SHARMA Ankit","Men","IND","athletics","India"
"SHAROYAN Amaliya","Women","ARM","athletics","Armenia"
"SHARP Lynsey","Women","GBR","athletics","United Kingdom"
"SHATALOVA Mariya","Women","UKR","athletics","Ukraine"
"SHEGUMO Yared","Men","POL","athletics","Poland"
